epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.9374,1.43667,3.76881,1.64005,0.00581,0.66106,0.21084,0.15311,0.85701,3.01767,1.10448,0.00022864,0.00022864,0.00022864
2,41.0511,0.99316,2.70522,1.28635,0.16301,0.61177,0.3749,0.26767,0.97724,2.82141,1.23295,0.000424885,0.000424885,0.000424885
3,52.965,0.96928,2.33915,1.25463,0.93546,0.05207,0.3604,0.22193,1.14604,2.79974,1.30284,0.000573029,0.000573029,0.000573029
4,64.8822,0.96341,2.0925,1.2523,0.4893,0.14752,0.19357,0.08642,2.03942,3.16752,2.41969,0.000673073,0.000673073,0.000673073
5,78.9674,0.88938,1.9482,1.20178,0.74357,0.35872,0.45363,0.24529,1.33355,2.33595,1.49073,0.000725017,0.000725017,0.000725017
6,93.0464,0.90688,1.80024,1.2057,0.66683,0.49278,0.53846,0.35445,1.15105,2.00884,1.32956,0.000721645,0.000721645,0.000721645
7,105.303,0.86936,1.70764,1.15995,0.68458,0.50767,0.56057,0.37764,1.12113,1.85758,1.29013,0.000580174,0.000580174,0.000580174
8,119.126,0.83871,1.61575,1.15409,0.73718,0.5521,0.6353,0.44699,0.97001,1.45611,1.18748,0.000438703,0.000438703,0.000438703
9,132.576,0.78099,1.48738,1.11694,0.84418,0.5448,0.68522,0.46166,1.04753,1.3829,1.24094,0.000297232,0.000297232,0.000297232
10,147.939,0.72417,1.3858,1.08003,0.73937,0.65716,0.71464,0.53489,0.8694,1.22001,1.11519,0.000155761,0.000155761,0.000155761
